Race	Hispanic Origin	Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	30	8676097	0.345777600227383
Black or African American	Not Hispanic or Latino	20-24 years	M	30	8389814	0.357576461170653
Black or African American	Not Hispanic or Latino	25-29 years	F	30	7926592	0.378472867027847
Black or African American	Not Hispanic or Latino	25-29 years	M	52	7115039	0.730846310188883
Black or African American	Not Hispanic or Latino	30-34 years	F	43	8282403	0.519172998464335
Black or African American	Not Hispanic or Latino	30-34 years	M	84	7381256	1.13801770322016
Black or African American	Not Hispanic or Latino	35-39 years	F	94	8711070	1.07908672528174
Black or African American	Not Hispanic or Latino	35-39 years	M	132	7715075	1.71093605700528
Black or African American	Not Hispanic or Latino	40-44 years	F	196	8919841	2.19734858502523
Black or African American	Not Hispanic or Latino	40-44 years	M	257	7875106	3.26344813644413
Black or African American	Not Hispanic or Latino	45-49 years	F	318	8017885	3.96613321343471
Black or African American	Not Hispanic or Latino	45-49 years	M	428	7015963	6.10037424655746
Black or African American	Not Hispanic or Latino	50-54 years	F	511	6706149	7.61987244840519
Black or African American	Not Hispanic or Latino	50-54 years	M	660	5744286	11.4896786127989
Black or African American	Not Hispanic or Latino	55-59 years	F	628	4999264	12.5618491041881
Black or African American	Not Hispanic or Latino	55-59 years	M	777	4156066	18.6955645073971
Black or African American	Not Hispanic or Latino	60-64 years	F	816	3867229	21.1003796258251
Black or African American	Not Hispanic or Latino	60-64 years	M	953	3065751	31.085368642137
Black or African American	Not Hispanic or Latino	65-69 years	F	1100	3210945	34.2578275242958
Black or African American	Not Hispanic or Latino	65-69 years	M	1156	2409604	47.9746879570253
Black or African American	Not Hispanic or Latino	70-74 years	F	1672	2678186	62.4303166396957
Black or African American	Not Hispanic or Latino	70-74 years	M	1468	1819341	80.688557010478
Black or African American	Not Hispanic or Latino	75-79 years	F	2343	2156008	108.673066148178
Black or African American	Not Hispanic or Latino	75-79 years	M	1807	1295091	139.526874945467
Black or African American	Not Hispanic or Latino	80-84 years	F	2958	1476427	200.348544154232
Black or African American	Not Hispanic or Latino	80-84 years	M	1838	756900	242.832606685163
White	Not Hispanic or Latino	20-24 years	F	25	36938462	0.0676801324321516
White	Not Hispanic or Latino	20-24 years	M	36	37753354	0.0953557662717861
White	Not Hispanic or Latino	25-29 years	F	37	34509350	0.107217319364172
White	Not Hispanic or Latino	25-29 years	M	50	34904656	0.143247365050668
White	Not Hispanic or Latino	30-34 years	F	64	38604835	0.165782343066613
White	Not Hispanic or Latino	30-34 years	M	99	39156892	0.252829054971983
White	Not Hispanic or Latino	35-39 years	F	119	43440670	0.273936843055137
White	Not Hispanic or Latino	35-39 years	M	196	43663665	0.448885818448818
White	Not Hispanic or Latino	40-44 years	F	235	48452245	0.485013645910525
White	Not Hispanic or Latino	40-44 years	M	428	48311247	0.885922071106962
White	Not Hispanic or Latino	45-49 years	F	430	47311534	0.908869283333743
White	Not Hispanic or Latino	45-49 years	M	797	46818149	1.70233129037203
White	Not Hispanic or Latino	50-54 years	F	896	43493384	2.06008343705792
White	Not Hispanic or Latino	50-54 years	M	1443	42574722	3.38933510828327
White	Not Hispanic or Latino	55-59 years	F	1566	36757112	4.26040000095764
White	Not Hispanic or Latino	55-59 years	M	2417	35362830	6.83486021904921
White	Not Hispanic or Latino	60-64 years	F	2719	29187241	9.31571435614623
White	Not Hispanic or Latino	60-64 years	M	3655	27218622	13.4283065468928
White	Not Hispanic or Latino	65-69 years	F	4615	24799533	18.6092213913867
White	Not Hispanic or Latino	65-69 years	M	5733	22098581	25.9428422123574
White	Not Hispanic or Latino	70-74 years	F	8878	23460678	37.8420436101634
White	Not Hispanic or Latino	70-74 years	M	10116	19349766	52.2797019870938
White	Not Hispanic or Latino	75-79 years	F	17546	21842200	80.3307359148804
White	Not Hispanic or Latino	75-79 years	M	16741	15867124	105.507463104215
White	Not Hispanic or Latino	80-84 years	F	31360	17051768	183.91054816134
White	Not Hispanic or Latino	80-84 years	M	23588	10469073	225.311257262224
