Race	Hispanic Origin	Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	24	4904141	0.489382340352775
Black or African American	Not Hispanic or Latino	20-24 years	M	60	5013386	1.19679593791501
Black or African American	Not Hispanic or Latino	25-29 years	F	97	5180982	1.872231943674
Black or African American	Not Hispanic or Latino	25-29 years	M	213	5271651	4.04047991796119
Black or African American	Not Hispanic or Latino	30-34 years	F	285	5164103	5.51886745868547
Black or African American	Not Hispanic or Latino	30-34 years	M	441	5035531	8.75776556633253
Black or African American	Not Hispanic or Latino	35-39 years	F	448	4564824	9.81417903516105
Black or African American	Not Hispanic or Latino	35-39 years	M	840	4271949	19.6631560910488
Black or African American	Not Hispanic or Latino	40-44 years	F	792	4345933	18.2239348834876
Black or African American	Not Hispanic or Latino	40-44 years	M	1367	3949647	34.6106879931295
Black or African American	Not Hispanic or Latino	45-49 years	F	1109	4059458	27.3189179442182
Black or African American	Not Hispanic or Latino	45-49 years	M	1871	3616741	51.731655653529
Black or African American	Not Hispanic or Latino	50-54 years	F	1584	4135774	38.2999651334913
Black or African American	Not Hispanic or Latino	50-54 years	M	2748	3684666	74.5793512899134
Black or African American	Not Hispanic or Latino	55-59 years	F	2227	4223086	52.7339485864129
Black or African American	Not Hispanic or Latino	55-59 years	M	3916	3684049	106.296088895669
Black or African American	Not Hispanic or Latino	60-64 years	F	3032	4012493	75.5639947533865
Black or African American	Not Hispanic or Latino	60-64 years	M	5034	3390287	148.483004536194
Black or African American	Not Hispanic or Latino	65-69 years	F	3465	3315232	104.517572224206
Black or African American	Not Hispanic or Latino	65-69 years	M	5055	2599098	194.490550183179
Black or African American	Not Hispanic or Latino	70-74 years	F	3479	2525613	137.748736643342
Black or African American	Not Hispanic or Latino	70-74 years	M	4317	1840747	234.524353428255
Black or African American	Not Hispanic or Latino	75-79 years	F	3288	1608056	204.470491077425
Black or African American	Not Hispanic or Latino	75-79 years	M	3227	1075567	300.027799290979
Black or African American	Not Hispanic or Latino	80-84 years	F	3548	1052375	337.142178405986
Black or African American	Not Hispanic or Latino	80-84 years	M	2677	620058	431.733805547223
White	Not Hispanic or Latino	20-24 years	F	17	17462377	0.097352153146161
White	Not Hispanic or Latino	20-24 years	M	66	18355140	0.359572305087294
White	Not Hispanic or Latino	25-29 years	F	66	18086242	0.364918262179617
White	Not Hispanic or Latino	25-29 years	M	177	18960079	0.933540414045743
White	Not Hispanic or Latino	30-34 years	F	169	19060137	0.886667288907734
White	Not Hispanic or Latino	30-34 years	M	475	19574578	2.4266168088017
White	Not Hispanic or Latino	35-39 years	F	408	18685335	2.183530560196
White	Not Hispanic or Latino	35-39 years	M	990	19143755	5.17139923698355
White	Not Hispanic or Latino	40-44 years	F	742	17807055	4.16688778689121
White	Not Hispanic or Latino	40-44 years	M	1741	18232962	9.54864053355675
White	Not Hispanic or Latino	45-49 years	F	1228	17191949	7.14287833217746
White	Not Hispanic or Latino	45-49 years	M	2698	17518712	15.4006755747797
White	Not Hispanic or Latino	50-54 years	F	2138	19379130	11.0324870105108
White	Not Hispanic or Latino	50-54 years	M	4859	19647157	24.7313135432266
White	Not Hispanic or Latino	55-59 years	F	3670	21591719	16.9972571428889
White	Not Hispanic or Latino	55-59 years	M	7976	21276469	37.4874233125807
White	Not Hispanic or Latino	60-64 years	F	5641	22715038	24.8337687130438
White	Not Hispanic or Latino	60-64 years	M	11705	21866414	53.5295819424255
White	Not Hispanic or Latino	65-69 years	F	7498	20865508	35.9349027112113
White	Not Hispanic or Latino	65-69 years	M	12827	19366589	66.2326236179226
White	Not Hispanic or Latino	70-74 years	F	10231	18028045	56.7504685061525
White	Not Hispanic or Latino	70-74 years	M	13912	16170216	86.0347196351613
White	Not Hispanic or Latino	75-79 years	F	13065	12888425	101.370027757465
White	Not Hispanic or Latino	75-79 years	M	13980	10931589	127.886256975084
White	Not Hispanic or Latino	80-84 years	F	17322	8500853	203.767786597416
White	Not Hispanic or Latino	80-84 years	M	15100	6501879	232.240556922084
